0 5.8786441 -12.8047442 -7.6619133 -13.3363564 65.2593825 -13.6552186 -4.0828417 -19.596954
0 7.9637481 16.4079942 13.0460993 -11.4377674 8.4830265 -11.5437716 -16.8156307 -6.103698
0 76.7936131 -43.6002562 3.0713863 -25.2302564 67.3099965 -26.0475786 -10.1143627 -42.182541
0 10.9050061 -7.8106902 0.0759493 -4.8536474 14.3106335 -4.9445196 2.7415447 -10.424276
0 12.0802651 -6.8828562 61.7045333 -15.5034644 -0.7448795 -16.1478766 -0.9088037 -33.596918
0 68.2193251 -31.0464662 10.8114153 -28.7024254 53.5968315 -29.1562696 -6.2260537 -37.496354
0 19.4455001 -12.8451852 8.8071713 -15.9156684 30.3722085 -15.9852976 -11.3985677 -2.480163
0 -31.3757421 19.6884532 4.9030543 -12.3160664 40.7513505 -12.0944146 -2.6242187 -6.932416
0 2.7882401 -17.4818132 11.0560943 -7.6763644 27.5627355 -7.5954716 -7.6528487 -1.000574
0 40.6596521 -27.4898992 20.8067703 -20.1207834 7.3810105 -19.8156676 7.0370617 -8.458147
0 31.2113381 -21.7094942 3.8439443 -11.4281014 3.0249975 -11.4020216 3.1811667 3.278171
0 54.6415301 -25.2288602 38.4033483 -35.8220594 11.8238525 -35.1154976 -19.7290427 11.026727
0 37.4168521 -35.9359922 -6.1321223 -23.3439494 88.7816295 -23.5373486 1.7146467 -38.963715
0 -1.3705041 1.6406802 44.0805733 -22.1052234 41.5141805 -22.5052226 -28.7900707 -12.464411
0 3.8117231 -23.6341932 21.7493343 -13.1639994 48.5659545 -13.1456536 2.8052057 -26.988373
0 -3.8267851 4.9877392 -20.2268923 -12.9592744 77.9385695 -12.8399416 -18.1690987 -14.904316
0 40.4400321 -31.7235932 18.9038203 -21.7575394 54.2225505 -22.1700686 2.4865557 -40.401756
0 11.4937031 -21.9390362 13.9894133 -15.3891944 23.9512615 -15.2677256 7.3038407 -4.142263
0 -19.3653561 -35.4295782 22.1186743 -16.0760194 85.6249825 -16.1883956 -10.0327107 -10.651597
0 -2.1752291 -1.5894862 -28.7758203 -10.9570724 66.2427625 -10.8876866 2.9176467 -14.775115
0 17.2100531 -6.0750812 23.0642803 -14.3690094 26.3658415 -14.1518696 -8.8838887 -23.160325
0 46.5918001 -21.8201242 10.5748133 -12.4400324 14.8567235 -12.6426436 2.0659917 -27.186527
0 28.3639111 -21.5365212 -9.5977763 -13.4801104 58.9010185 -14.0340126 -5.5006387 -23.115873
0 1.2984821 2.4371942 7.8450253 -2.8517914 -7.4837445 -2.8064996 -3.9839257 5.545258
0 -4.0713171 0.0000002 -0.3490863 0.0000004 6.7578845 0.0000006 -1.1120557 -1.225426
0 25.9392511 -24.5487282 -9.1051733 -20.0561884 77.3983195 -19.8933416 -6.5153687 -23.218769
0 22.8396151 -36.8647592 -4.4894993 -24.4736994 90.5944765 -24.3468876 -5.4362107 -17.823037
0 0.0000001 0.0000002 0.0000003 0.0000004 0.0000005 0.0000006 0.0000007 0.000000
0 16.1446131 -7.5518552 -5.8007643 -4.3187294 3.0046835 -4.4838676 -1.5866087 4.592529
0 -7.7170861 -4.7767782 7.4622493 -1.0104944 5.9539005 -1.1508176 3.0620647 -1.823035
0 -1.4789091 -7.2581592 -2.2336943 -3.6136274 11.8293385 -3.3162716 -3.5072467 9.578568
0 -6.5868411 -7.7264112 -18.2031203 -5.5727114 38.1623105 -5.4051556 -3.8790737 9.211000
0 8.8984061 -3.0494002 0.2715193 -0.6925934 -4.8145775 -0.9120466 0.5437277 -0.245034
0 8.5407801 -10.2571752 -3.7276613 -2.0083854 18.6467505 -2.0882456 -4.2485607 -4.857504
0 26.5325171 11.4886862 35.4873893 -37.0858574 70.7678255 -37.4923506 -20.5960487 -49.102163
0 23.4804501 -14.6275982 4.8083843 -23.4467374 76.3489755 -23.2662096 -5.0454657 -38.251799
0 1.7126181 22.0121362 21.1037523 -17.9495624 45.2227185 -17.7960646 -21.6444077 -32.661190
0 7.7001781 -10.9464982 -3.3177243 -1.3849294 8.0667945 -1.1022966 6.7683537 -5.783876
0 26.7599651 -15.3743442 -0.4199333 -12.2623344 10.5413255 -12.5109916 17.8769557 -14.610644
0 44.7705191 -6.6938012 3.2869713 -10.2080524 0.9727495 -10.5788286 -10.1963337 -11.353225
0 33.0846551 -16.6666732 -1.1963613 -8.1894584 -0.6652075 -7.8610656 -11.2102657 12.704372
0 37.3933981 -27.0355482 5.0399013 -11.8204094 3.3669545 -11.8785956 6.5408707 -1.606572
0 -12.6262781 0.0000002 -10.4968343 -1.6737924 28.0269035 -1.8756796 0.4615427 -1.815862
0 59.4759971 -27.3222662 -11.4380883 -13.4035884 -2.7220265 -13.5109946 5.4815167 3.439451
0 17.5477441 -11.9920282 -10.8587053 -11.3590544 55.5454515 -11.5726606 -11.1858227 -16.124926
0 19.8992391 -21.1681552 -9.1299223 -14.1843384 61.6149465 -14.1095916 -11.1561907 -11.765986
0 19.1320221 -8.4172252 6.7401583 -9.1787624 4.2369345 -8.9626696 -1.9961447 -1.554313
0 71.7873121 -23.6043602 -8.1527413 -17.3548994 4.1077805 -17.3753286 5.0872617 -14.495023
0 6.2625871 -5.1419482 30.0718073 -14.6601634 -0.4417885 -15.0459126 -12.8180597 11.773478
0 -19.8043931 -7.0722872 2.2710853 -4.7854574 44.1358995 -5.0148026 -7.1009937 -2.629051
0 70.8348461 -29.8210282 41.6878353 -29.5252204 21.9782195 -29.5970256 -31.3131797 -14.244452
0 41.7325211 2.8149102 -18.4674323 -16.5391944 14.4438925 -16.2866006 1.2481987 -8.946291
0 25.8273001 -15.0660862 8.3047123 -6.5316474 7.1773345 -6.6542396 3.9341657 -16.991539
0 11.2110871 3.6695912 -5.1427763 -5.3764734 15.3485135 -5.2148516 -8.1371687 -6.357924
0 11.9606721 -3.5859932 -3.4545283 -11.1428804 36.8293775 -10.8448376 -0.5108307 -19.250979
0 24.4925011 -4.4433822 8.8643443 -14.9636254 8.9984965 -15.1396896 8.3257897 -16.134432
0 42.1045851 -11.1065512 -7.6468903 -15.3053094 27.0009835 -15.1279856 -1.6348197 -18.284014
0 55.4204681 -27.8328002 -16.5618493 -6.0957264 5.2177265 -6.2347896 2.1238547 -6.036885
0 45.0448571 -24.7574932 -8.3174453 -15.1475054 43.4655835 -15.3542776 -2.2438257 -22.689896
0 15.3938901 -12.8558042 -10.9446583 -7.7426574 36.9384405 -7.9566456 1.1401327 -13.972699
0 5.1161341 -0.5485502 18.2827063 -2.8517914 -12.7630265 -2.8064996 -5.5848317 1.155856
0 -1.9086651 -27.2950322 -10.5695743 -16.8856304 101.2245935 -17.5534696 -0.8192267 -26.192998
0 82.2936621 -27.8445712 -32.3348563 -15.5412644 17.8808185 -15.3790816 4.9897257 -14.064434
0 -12.6021611 5.9140732 2.3242303 -10.4140174 43.2800005 -10.8149916 -16.0857457 -1.601390
0 29.0542171 29.5759682 -22.1958653 -21.4843724 46.6772435 -21.6222156 -15.4271897 -24.577786
0 8.9903041 -11.9790952 20.1991713 -13.1238054 -3.1191645 -13.4844436 -2.0919417 14.608971
0 77.9570201 -33.2352502 1.5630223 -27.6968994 54.6127405 -27.7219686 -11.0064607 -34.472207
0 30.1156491 -8.1161272 -2.1192083 -9.4263264 -21.8638695 -9.4754146 18.4803627 2.404933
0 1.1593501 1.2742652 9.2616553 -3.8728174 -7.3843965 -3.9801076 -2.9957777 6.537827
0 43.4292331 37.2333392 -73.2271013 -21.1154034 46.4048335 -20.7815116 8.5233617 -20.466749
0 -1.6263141 -11.2566702 33.4688813 -29.8612234 63.8113015 -29.2636916 -5.0241717 -20.248113
0 9.4977551 -6.3010362 15.2581763 -18.5550524 21.3888665 -18.7355966 -1.1772137 -1.375899
0 -11.6414531 -0.2474232 7.5476663 -6.3939624 34.0845455 -6.7618716 -3.3577747 -13.229727
0 6.2479451 -16.1893752 0.7099533 -8.4854564 35.8081675 -8.7322716 6.6783407 -16.037303
0 -16.9775681 5.9335432 49.3685243 -8.9029054 13.8802745 -9.6822846 -6.2895637 -27.330019
0 6.5392061 13.3543542 2.6868673 -15.3151804 -4.0361195 -15.0435556 20.8168527 -9.002423
0 5.6520821 8.3018632 17.1304323 -8.4496454 9.6956005 -8.3353766 -1.3797567 -22.615199
0 62.1287041 -35.7349472 -6.9401333 -16.2620514 55.1353225 -16.9905746 -0.4329987 -40.903323
0 -22.3238541 -18.3215682 6.1537313 -20.5003814 99.8186125 -20.2788516 -14.8542097 -9.693479
0 3.1973891 21.5501182 -11.7345103 -11.6814504 55.7054965 -12.1712826 -21.4622947 -23.403468
0 97.6988071 -19.4166842 10.7255663 -25.7727994 28.5842135 -26.2028546 -14.5664967 -51.049755
0 58.3290491 -27.4132292 8.0384843 -17.8773634 13.9839685 -18.0282226 8.6327267 -25.665411
0 64.5141221 -20.9019162 -20.3890753 -24.5459224 47.2058235 -24.2590746 -4.9068087 -16.717150
0 4.9810811 4.6831312 0.2588803 -7.0475234 2.0775925 -6.7479206 -8.6988407 10.493598
0 -4.8036811 -4.8209652 -9.3606983 -6.5467044 -3.7579365 -6.1227696 -8.2270257 43.639778
0 54.2622201 25.4531572 30.9406743 -19.7434934 -20.2317855 -20.3347896 -19.7933917 -30.552594
0 63.5213201 35.8418342 12.6866513 -18.2034854 -22.1063845 -18.8237456 -24.9960977 -27.920096
0 68.2619541 -29.3761682 20.8163353 -13.6120244 17.0712215 -14.4453876 -17.5893737 -31.126558
0 93.5265251 -45.7345842 1.8525933 -30.5706764 40.2818395 -30.8481646 9.3410067 -37.848538
0 0.0000001 0.0000002 0.0000003 0.0000004 0.0000005 0.0000006 0.0000007 0.000000
0 72.1125151 -47.9848562 -30.4592153 -12.3980014 70.1736355 -12.1956806 -9.9599837 -29.288415
0 16.2404701 2.6060462 -0.1074513 -4.8810424 -6.3952765 -4.8660886 2.2689757 -4.865634
0 -1.8839261 23.9899732 -9.5830613 -6.8688894 1.4538305 -6.9717306 -0.3003417 0.164145
0 118.5052651 -36.9659892 14.4406973 -36.6811414 68.3093865 -37.1600836 -30.6301577 -59.817976
0 135.6130991 -34.6360442 -23.9156533 -29.8305584 29.4463305 -29.8847016 -6.1000807 -40.692394
0 0.2137361 8.7416402 -3.9979683 -11.0475984 32.3602785 -11.3427696 1.9825707 -16.909889
0 4.2001971 -6.4521462 -1.4800003 -7.7717364 5.1785685 -7.5095836 -2.0719627 15.906662
