Reading training examples... (65 examples) done
Training set properties: 2398 features, 8 classes
Iter 1: .........*(NumConst=1, SV=1, CEps=100.0000, QPEps=0.0000)
Iter 128: *(NumConst=122, SV=117, CEps=0.1332, QPEps=0.0639)
Iter 129: *(NumConst=123, SV=118, CEps=0.1525, QPEps=0.0613)
Iter 130: *(NumConst=124, SV=119, CEps=0.1549, QPEps=0.0587)
Iter 131: *(NumConst=125, SV=120, CEps=0.1208, QPEps=0.0596)
Iter 132: *(NumConst=126, SV=120, CEps=0.1096, QPEps=0.0537)
Iter 133: *(NumConst=126, SV=121, CEps=0.1092, QPEps=0.0539)
Iter 134: .........*(NumConst=127, SV=122, CEps=0.1892, QPEps=0.0851)
Iter 135: *(NumConst=128, SV=123, CEps=0.1318, QPEps=0.0546)
Iter 136: *(NumConst=129, SV=124, CEps=0.1225, QPEps=0.0585)
Iter 137: *(NumConst=130, SV=125, CEps=0.1130, QPEps=0.0517)
Iter 138: *(NumConst=131, SV=125, CEps=0.1049, QPEps=0.0509)
Iter 139: .........*(NumConst=132, SV=126, CEps=0.1291, QPEps=0.0640)
Iter 140: .........*(NumConst=133, SV=127, CEps=0.1020, QPEps=0.0504)
Iter 141: .........(NumConst=133, SV=127, CEps=0.0886, QPEps=0.0504)
Final epsilon on KKT-Conditions: 0.08861
Upper bound on duality gap: 459.39988
Dual objective value: dval=43582.77661
Primal objective value: pval=44042.17649
Total number of constraints in final working set: 133 (of 140)
Number of iterations: 141
Number of calls to 'find_most_violated_constraint': 1040
Number of SV: 127 
Norm of weight vector: |w|=295.29349
Value of slack variable (on working set): xi=0.02006
Value of slack variable (global): xi=0.08861
Norm of longest difference vector: ||Psi(x,y)-Psi(x,ybar)||=0.71831
Runtime in cpu-seconds: 0.07
Final number of constraints in cache: 319
Compacting linear model...done
Writing learned model...done
Reading training examples... (65 examples) done
Training set properties: 2329 features, 8 classes
Iter 1: .........*(NumConst=1, SV=1, CEps=100.0000, QPEps=0.0000)
Iter 2: *(NumConst=2, SV=2, CEps=26.8531, QPEps=0.0000)
Iter 3: *(NumConst=3, SV=3, CEps=16.9510, QPEps=0.0000)
Iter 4: .........*(NumConst=4, SV=4, CEps=81.1649, QPEps=0.0000)
Iter 5: *(NumConst=5, SV=5, CEps=22.7480, QPEps=0.0000)
Iter 6: *(NumConst=6, SV=6, CEps=11.5499, QPEps=0.0000)
Iter 7: *(NumConst=7, SV=6, CEps=8.9286, QPEps=0.0000)
Iter 8: .........*(NumConst=8, SV=7, CEps=42.6452, QPEps=0.0000)
Iter 9: *(NumConst=9, SV=8, CEps=20.4119, QPEps=0.0000)
Iter 10: *(NumConst=10, SV=9, CEps=9.6561, QPEps=0.0000)
Iter 11: *(NumConst=11, SV=10, CEps=7.0224, QPEps=0.0000)
Iter 12: *(NumConst=12, SV=11, CEps=4.7936, QPEps=0.7692)
Iter 13: *(NumConst=13, SV=12, CEps=4.7432, QPEps=2.3252)
Iter 14: .........*(NumConst=14, SV=13, CEps=22.5372, QPEps=1.9967)
Iter 15: *(NumConst=15, SV=13, CEps=11.7604, QPEps=1.8276)
Iter 16: *(NumConst=16, SV=14, CEps=9.0452, QPEps=1.9309)
Iter 17: *(NumConst=17, SV=15, CEps=7.2422, QPEps=0.3517)
Iter 18: *(NumConst=18, SV=16, CEps=5.1841, QPEps=1.3189)
Iter 19: *(NumConst=19, SV=17, CEps=2.8286, QPEps=0.5308)
Iter 20: *(NumConst=20, SV=18, CEps=2.8049, QPEps=0.5031)
Iter 21: .........*(NumConst=21, SV=19, CEps=14.9218, QPEps=1.3876)
Iter 22: *(NumConst=22, SV=20, CEps=6.8620, QPEps=2.3842)
Iter 23: *(NumConst=23, SV=21, CEps=6.3432, QPEps=0.8219)
Iter 24: *(NumConst=24, SV=22, CEps=4.0182, QPEps=1.6152)
Iter 25: *(NumConst=25, SV=23, CEps=2.8138, QPEps=1.1563)
Iter 26: *(NumConst=26, SV=23, CEps=2.6265, QPEps=0.5546)
Iter 27: *(NumConst=27, SV=24, CEps=2.0512, QPEps=0.7983)
Iter 28: *(NumConst=28, SV=25, CEps=1.9909, QPEps=0.9413)
Iter 29: .........*(NumConst=29, SV=26, CEps=8.9710, QPEps=2.1202)
Iter 30: *(NumConst=30, SV=27, CEps=4.5032, QPEps=1.5317)
Iter 31: *(NumConst=31, SV=28, CEps=3.4404, QPEps=1.2149)
Iter 32: *(NumConst=32, SV=29, CEps=2.9790, QPEps=1.1248)
Iter 33: *(NumConst=33, SV=30, CEps=2.2402, QPEps=0.6770)
Iter 34: *(NumConst=34, SV=31, CEps=2.1625, QPEps=0.5807)
Iter 35: *(NumConst=35, SV=32, CEps=1.9620, QPEps=0.5933)
Iter 36: *(NumConst=36, SV=33, CEps=1.2721, QPEps=0.3876)
Iter 37: *(NumConst=37, SV=34, CEps=1.2208, QPEps=0.4885)
Iter 38: *(NumConst=38, SV=36, CEps=1.0532, QPEps=0.5127)
Iter 39: *(NumConst=39, SV=37, CEps=1.2716, QPEps=0.2765)
Iter 40: *(NumConst=40, SV=38, CEps=1.0526, QPEps=0.4622)
Iter 41: .........*(NumConst=41, SV=39, CEps=5.3238, QPEps=0.9412)
Iter 42: *(NumConst=42, SV=39, CEps=2.8415, QPEps=1.0789)
Iter 43: *(NumConst=43, SV=40, CEps=2.4207, QPEps=1.1836)
Iter 44: *(NumConst=44, SV=40, CEps=2.2140, QPEps=0.8372)
Iter 45: *(NumConst=45, SV=41, CEps=2.0034, QPEps=0.7517)
Iter 46: *(NumConst=46, SV=42, CEps=1.5164, QPEps=0.6663)
Iter 47: *(NumConst=47, SV=43, CEps=1.3281, QPEps=0.5422)
Iter 48: *(NumConst=48, SV=44, CEps=1.3016, QPEps=0.4240)
Iter 49: *(NumConst=49, SV=45, CEps=0.9823, QPEps=0.4421)
Iter 50: *(NumConst=50, SV=46, CEps=0.9432, QPEps=0.4440)
Iter 51: *(NumConst=51, SV=47, CEps=0.6980, QPEps=0.2418)
Iter 52: *(NumConst=52, SV=48, CEps=0.6671, QPEps=0.2170)
Iter 53: *(NumConst=53, SV=49, CEps=0.7458, QPEps=0.2852)
Iter 54: .........*(NumConst=54, SV=49, CEps=2.0338, QPEps=0.5187)
Iter 55: *(NumConst=55, SV=50, CEps=1.0386, QPEps=0.5021)
Iter 56: *(NumConst=55, SV=51, CEps=0.9967, QPEps=0.4195)
Iter 57: *(NumConst=56, SV=52, CEps=0.9515, QPEps=0.4515)
Iter 58: *(NumConst=57, SV=53, CEps=0.7392, QPEps=0.2593)
Iter 59: *(NumConst=58, SV=54, CEps=0.8467, QPEps=0.3546)
Iter 60: *(NumConst=59, SV=55, CEps=0.7896, QPEps=0.3630)
Iter 61: *(NumConst=60, SV=56, CEps=0.6282, QPEps=0.2836)
Iter 62: *(NumConst=61, SV=57, CEps=0.5706, QPEps=0.2646)
Iter 63: *(NumConst=62, SV=58, CEps=0.6435, QPEps=0.2803)
Iter 64: *(NumConst=62, SV=59, CEps=0.5145, QPEps=0.2143)
Iter 65: *(NumConst=63, SV=60, CEps=0.4937, QPEps=0.2213)
Iter 66: *(NumConst=64, SV=61, CEps=0.5419, QPEps=0.2443)
Iter 67: *(NumConst=65, SV=61, CEps=0.3859, QPEps=0.1771)
Iter 68: *(NumConst=66, SV=62, CEps=0.4107, QPEps=0.1795)
Iter 69: *(NumConst=67, SV=63, CEps=0.3190, QPEps=0.1590)
Iter 70: *(NumConst=68, SV=64, CEps=0.4516, QPEps=0.1529)
Iter 71: *(NumConst=69, SV=65, CEps=0.2893, QPEps=0.1372)
Iter 72: *(NumConst=70, SV=66, CEps=0.4377, QPEps=0.1207)
Iter 73: *(NumConst=71, SV=67, CEps=0.3340, QPEps=0.1306)
Iter 74: *(NumConst=72, SV=68, CEps=0.2956, QPEps=0.1230)
Iter 75: *(NumConst=73, SV=69, CEps=0.3077, QPEps=0.1366)
Iter 76: *(NumConst=74, SV=70, CEps=0.3154, QPEps=0.1034)
Iter 77: *(NumConst=75, SV=71, CEps=0.3020, QPEps=0.1241)
Iter 78: *(NumConst=76, SV=72, CEps=0.2924, QPEps=0.1177)
Iter 79: .........*(NumConst=77, SV=73, CEps=1.6055, QPEps=0.4048)
Iter 80: *(NumConst=78, SV=74, CEps=0.8224, QPEps=0.3599)
Iter 81: *(NumConst=79, SV=75, CEps=0.6530, QPEps=0.3015)
Iter 82: *(NumConst=80, SV=76, CEps=0.5756, QPEps=0.2456)
Iter 83: *(NumConst=81, SV=77, CEps=0.5121, QPEps=0.2062)
Iter 84: *(NumConst=82, SV=77, CEps=0.4347, QPEps=0.1997)
Iter 85: *(NumConst=83, SV=78, CEps=0.4118, QPEps=0.1723)
Iter 86: *(NumConst=84, SV=79, CEps=0.3058, QPEps=0.1509)
Iter 87: *(NumConst=85, SV=80, CEps=0.4085, QPEps=0.1473)
Iter 88: *(NumConst=86, SV=81, CEps=0.2474, QPEps=0.1228)
Iter 89: *(NumConst=87, SV=82, CEps=0.2731, QPEps=0.1004)
Iter 90: *(NumConst=88, SV=83, CEps=0.2453, QPEps=0.1170)
Iter 91: *(NumConst=88, SV=84, CEps=0.2854, QPEps=0.1182)
Iter 92: *(NumConst=89, SV=84, CEps=0.2429, QPEps=0.0989)
Iter 93: *(NumConst=89, SV=85, CEps=0.1792, QPEps=0.0826)
Iter 94: *(NumConst=90, SV=85, CEps=0.1681, QPEps=0.0805)
Iter 95: *(NumConst=91, SV=86, CEps=0.1845, QPEps=0.0828)
Iter 96: .........*(NumConst=92, SV=87, CEps=1.0828, QPEps=0.3633)
Iter 97: *(NumConst=93, SV=88, CEps=0.6638, QPEps=0.2878)
Iter 98: *(NumConst=94, SV=89, CEps=0.6265, QPEps=0.2669)
Iter 99: *(NumConst=95, SV=90, CEps=0.4829, QPEps=0.1845)
Iter 100: *(NumConst=96, SV=91, CEps=0.4135, QPEps=0.1823)
Iter 101: *(NumConst=97, SV=92, CEps=0.3415, QPEps=0.1641)
Iter 102: *(NumConst=98, SV=93, CEps=0.2638, QPEps=0.1248)
Iter 103: *(NumConst=98, SV=94, CEps=0.3292, QPEps=0.1131)
Iter 104: *(NumConst=99, SV=95, CEps=0.2253, QPEps=0.1122)
Iter 105: *(NumConst=100, SV=96, CEps=0.2478, QPEps=0.0939)
Iter 106: *(NumConst=101, SV=97, CEps=0.1522, QPEps=0.0673)
Iter 107: *(NumConst=102, SV=98, CEps=0.2119, QPEps=0.0716)
Iter 108: *(NumConst=103, SV=99, CEps=0.1326, QPEps=0.0639)
Iter 109: .........*(NumConst=104, SV=100, CEps=0.5438, QPEps=0.1807)
Iter 110: *(NumConst=105, SV=101, CEps=0.4374, QPEps=0.1741)
Iter 111: *(NumConst=106, SV=102, CEps=0.3075, QPEps=0.1460)
Iter 112: *(NumConst=107, SV=103, CEps=0.2542, QPEps=0.1138)
Iter 113: *(NumConst=108, SV=104, CEps=0.2264, QPEps=0.1037)
Iter 114: *(NumConst=109, SV=105, CEps=0.2344, QPEps=0.1128)
Iter 115: *(NumConst=110, SV=106, CEps=0.1898, QPEps=0.0942)
Iter 116: *(NumConst=110, SV=107, CEps=0.1864, QPEps=0.0874)
Iter 117: *(NumConst=111, SV=108, CEps=0.1532, QPEps=0.0705)
Iter 118: *(NumConst=112, SV=109, CEps=0.1571, QPEps=0.0677)
Iter 119: *(NumConst=113, SV=110, CEps=0.1179, QPEps=0.0565)
Iter 120: *(NumConst=114, SV=111, CEps=0.1556, QPEps=0.0526)
Iter 121: *(NumConst=115, SV=112, CEps=0.1396, QPEps=0.0543)
Iter 122: *(NumConst=116, SV=113, CEps=0.1087, QPEps=0.0497)
Iter 123: *(NumConst=117, SV=114, CEps=0.1081, QPEps=0.0477)
Iter 124: .........*(NumConst=118, SV=115, CEps=0.3794, QPEps=0.1516)
Iter 125: *(NumConst=119, SV=116, CEps=0.2214, QPEps=0.1088)
Iter 126: *(NumConst=120, SV=116, CEps=0.2072, QPEps=0.0999)
Iter 127: *(NumConst=121, SV=117, CEps=0.1653, QPEps=0.0784)
Iter 128: *(NumConst=122, SV=117, CEps=0.1332, QPEps=0.0639)
Iter 129: *(NumConst=123, SV=118, CEps=0.1525, QPEps=0.0613)
Iter 130: *(NumConst=124, SV=119, CEps=0.1549, QPEps=0.0587)
Iter 131: *(NumConst=125, SV=120, CEps=0.1208, QPEps=0.0596)
Iter 132: *(NumConst=126, SV=120, CEps=0.1096, QPEps=0.0537)
Iter 133: *(NumConst=126, SV=121, CEps=0.1092, QPEps=0.0539)
Iter 134: .........*(NumConst=127, SV=122, CEps=0.1892, QPEps=0.0851)
Iter 135: *(NumConst=128, SV=123, CEps=0.1318, QPEps=0.0546)
Iter 136: *(NumConst=129, SV=124, CEps=0.1225, QPEps=0.0585)
Iter 137: *(NumConst=130, SV=125, CEps=0.1130, QPEps=0.0517)
Iter 138: *(NumConst=131, SV=125, CEps=0.1049, QPEps=0.0509)
Iter 139: .........*(NumConst=132, SV=126, CEps=0.1291, QPEps=0.0640)
Iter 140: .........*(NumConst=133, SV=127, CEps=0.1020, QPEps=0.0504)
Iter 141: .........(NumConst=133, SV=127, CEps=0.0886, QPEps=0.0504)
Final epsilon on KKT-Conditions: 0.08861
Upper bound on duality gap: 459.39988
Dual objective value: dval=43582.77661
Primal objective value: pval=44042.17649
Total number of constraints in final working set: 133 (of 140)
Number of iterations: 141
Number of calls to 'find_most_violated_constraint': 1040
Number of SV: 127 
Norm of weight vector: |w|=295.29349
Value of slack variable (on working set): xi=0.02006
Value of slack variable (global): xi=0.08861
Norm of longest difference vector: ||Psi(x,y)-Psi(x,ybar)||=0.71831
Runtime in cpu-seconds: 0.06
Final number of constraints in cache: 319
Compacting linear model...done
Writing learned model...done
